gene_id,tempResponsive,PIF7Dependent
AT1G30720,False,False
AT1G30730,False,False
AT1G30750,False,True
AT1G30755,False,False
AT1G30757,False,False
AT1G30760,True,False
AT1G30810,False,False
AT1G30820,False,False
AT1G30825,False,False
AT1G30835,False,False
AT1G30840,False,False
AT1G30845,False,False
AT1G30860,False,True
AT1G30870,False,False
AT1G30880,False,False
AT1G30890,False,False
AT1G30900,False,False
AT1G30910,False,False
AT1G30935,False,True
AT1G30960,False,False
AT1G30970,False,False
AT1G30990,False,False
AT1G31010,False,False
AT1G31020,False,False
AT1G31040,False,False
AT1G31050,False,False
AT1G31070,False,False
AT1G31120,False,False
AT1G31130,False,False
AT1G31150,False,False
AT1G31160,False,False
AT1G31170,False,False
AT1G31173,False,False
AT1G31175,False,False
AT1G31180,False,False
AT1G31190,False,False
AT1G31200,False,False
AT1G31220,False,False
AT1G31230,False,False
AT1G31240,False,False
AT1G31258,False,False
AT1G31280,False,True
AT1G31290,False,False
AT1G31300,False,False
AT1G31310,False,False
AT1G31320,False,False
AT1G31330,False,False
AT1G31335,False,False
AT1G31340,False,False
AT1G31350,False,False
AT1G31355,False,False
AT1G31360,False,False
AT1G31410,False,False
AT1G31420,False,False
AT1G31430,False,False
AT1G31440,False,False
AT1G31460,False,False
AT1G31470,False,False
AT1G31480,False,False
AT1G31485,False,False
AT1G31500,False,False
AT1G31540,False,False
AT1G31550,False,False
AT1G31580,False,True
AT1G31600,False,False
AT1G31650,False,False
AT1G31660,False,False
AT1G31690,False,False
AT1G31710,False,False
AT1G31720,False,False
AT1G31730,False,False
AT1G31750,False,False
AT1G31760,False,False
AT1G31770,True,True
AT1G31780,False,False
AT1G31790,False,False
AT1G31800,False,False
AT1G31810,False,False
AT1G31812,False,False
AT1G31814,False,False
AT1G31817,False,False
AT1G31820,False,False
AT1G31830,False,False
AT1G31835,False,False
AT1G31840,False,False
AT1G31850,False,False
AT1G31860,False,False
AT1G31870,False,False
AT1G31880,False,False
AT1G31885,False,False
AT1G31900,False,False
AT1G31910,False,False
AT1G31920,False,False
AT1G31930,False,False
AT1G31935,False,False
AT1G31940,False,False
AT1G31950,False,False
AT1G31970,False,False
AT1G32050,False,False
AT1G32060,False,False
AT1G32070,False,False
AT1G32080,False,False
AT1G32090,False,False
AT1G32100,True,False
AT1G32120,False,False
AT1G32130,False,False
AT1G32150,False,False
AT1G32160,False,False
AT1G32170,False,False
AT1G32190,False,False
AT1G32200,False,False
AT1G32210,False,False
AT1G32220,False,False
AT1G32230,False,False
AT1G32240,False,False
AT1G32260,False,False
AT1G32310,False,False
AT1G32330,False,True
AT1G32340,False,False
AT1G32360,False,False
AT1G32370,False,False
AT1G32380,False,False
AT1G32385,False,True
AT1G32400,False,False
AT1G32410,False,False
AT1G32415,False,False
AT1G32440,False,False
AT1G32450,True,False
AT1G32460,False,False
AT1G32470,False,False
AT1G32490,False,False
AT1G32500,False,False
AT1G32520,False,False
AT1G32530,False,False
AT1G32540,False,False
AT1G32550,False,False
AT1G32560,False,False
AT1G32580,False,False
AT1G32583,False,False
AT1G32610,False,False
AT1G32630,False,False
AT1G32640,False,False
AT1G32690,False,True
AT1G32700,False,False
AT1G32730,False,False
AT1G32740,False,False
AT1G32750,False,False
AT1G32760,False,False
AT1G32780,True,False
AT1G32790,False,False
AT1G32810,False,False
AT1G32860,False,False
AT1G32870,False,False
AT1G32900,False,False
AT1G32920,False,False
AT1G32928,False,False
AT1G32930,False,False
AT1G32940,False,False
AT1G32990,False,False
AT1G33040,False,False
AT1G33050,False,False
AT1G33055,True,False
AT1G33060,False,False
AT1G33080,False,False
AT1G33102,False,False
AT1G33110,False,False
AT1G33120,False,False
AT1G33140,False,False
AT1G33170,False,False
AT1G33230,False,False
AT1G33240,False,False
AT1G33250,False,False
AT1G33260,False,False
AT1G33265,False,False
AT1G33270,False,False
AT1G33280,False,False
AT1G33290,False,False
AT1G33330,False,False
AT1G33340,False,False
AT1G33350,False,False
AT1G33360,False,False
AT1G33390,False,False
AT1G33400,False,False
AT1G33410,False,False
AT1G33415,False,False
AT1G33420,False,False
AT1G33440,False,False
AT1G33470,False,False
AT1G33475,False,False
AT1G33480,False,False
AT1G33490,False,False
AT1G33520,False,False
AT1G33540,False,False
AT1G33560,False,True
AT1G33590,False,False
AT1G33600,False,False
AT1G33610,False,False
AT1G33615,True,False
AT1G33640,True,False
AT1G33680,False,False
AT1G33700,False,False
AT1G33720,False,False
AT1G33750,False,False
AT1G33780,False,False
AT1G33790,False,False
AT1G33800,False,False
AT1G33810,False,False
AT1G33811,False,False
AT1G33930,False,False
AT1G33970,False,False
AT1G33980,False,False
AT1G33990,False,False
AT1G34000,False,False
AT1G34010,False,False
AT1G34020,False,False
AT1G34030,False,False
AT1G34040,False,False
AT1G34044,False,False
AT1G34060,True,False
AT1G34065,False,False
AT1G34110,False,False
AT1G34120,False,False
AT1G34130,False,False
AT1G34150,False,False
AT1G34160,False,False
AT1G34180,False,False
AT1G34190,False,False
AT1G34200,False,False
AT1G34210,False,False
AT1G34220,False,False
AT1G34245,False,False
AT1G34260,False,False
AT1G34270,False,False
AT1G34300,False,False
AT1G34315,False,False
AT1G34320,False,False
AT1G34330,False,False
AT1G34340,False,False
AT1G34350,False,False
AT1G34355,False,False
AT1G34360,False,False
AT1G34370,False,False
AT1G34380,False,False
AT1G34418,False,False
AT1G34430,False,False
AT1G34470,False,False
AT1G34510,False,False
AT1G34550,False,False
AT1G34570,False,False
AT1G34580,False,False
AT1G34630,False,False
AT1G34640,False,False
AT1G34670,False,True
AT1G34750,False,False
AT1G34760,False,False
AT1G34770,False,False
AT1G34780,False,False
AT1G34844,False,False
AT1G35112,False,False
AT1G35115,False,False
AT1G35140,True,True
AT1G35160,False,False
AT1G35170,False,False
AT1G35180,False,False
AT1G35190,False,False
AT1G35220,False,False
AT1G35250,False,False
AT1G35255,False,False
AT1G35260,False,False
AT1G35290,False,False
AT1G35310,False,False
AT1G35320,False,False
AT1G35330,False,False
AT1G35340,False,False
AT1G35350,False,False
AT1G35420,False,False
AT1G35430,False,False
AT1G35460,False,False
AT1G35470,False,False
AT1G35510,False,False
AT1G35513,False,False
AT1G35515,False,False
AT1G35516,True,False
AT1G35530,False,False
AT1G35560,False,False
AT1G35580,False,False
AT1G35612,False,False
AT1G35620,False,False
AT1G35660,True,False
AT1G35670,False,False
AT1G35680,False,False
AT1G35710,False,False
AT1G35720,False,False
AT1G35780,False,False
AT1G35830,False,True
AT1G36050,False,False
AT1G36060,True,False
AT1G36070,False,False
AT1G36160,False,False
AT1G36180,False,False
AT1G36280,False,False
AT1G36310,False,False
AT1G36320,False,False
AT1G36370,False,False
AT1G36380,False,False
AT1G36390,False,False
AT1G36622,False,False
AT1G36640,False,False
AT1G36732,False,False
AT1G36940,True,True
AT1G36980,False,False
AT1G36990,False,False
AT1G37130,False,False
AT1G37150,False,False
AT1G38065,False,False
AT1G38131,False,False
AT1G41830,False,False
AT1G41880,False,False
AT1G42430,False,False
AT1G42440,False,False
AT1G42470,False,False
AT1G42480,False,False
AT1G42540,False,False
AT1G42550,False,False
AT1G42960,False,False
AT1G42970,False,False
AT1G42990,False,False
AT1G43020,False,True
AT1G43130,False,False
AT1G43160,False,False
AT1G43170,False,False
AT1G43190,False,False
AT1G43245,False,False
AT1G43560,False,False
AT1G43580,False,False
AT1G43590,False,False
AT1G43620,False,False
AT1G43650,False,False
AT1G43670,False,False
AT1G43675,False,False
AT1G43690,False,False
AT1G43700,False,False
AT1G43710,False,False
AT1G43765,False,False
AT1G43770,False,False
AT1G43790,True,False
AT1G43800,False,False
AT1G43850,False,False
AT1G43860,False,False
AT1G43886,False,False
AT1G43890,False,False
AT1G43900,False,False
AT1G43910,False,True
AT1G43980,False,False
AT1G44000,False,False
AT1G44100,False,False
AT1G44110,False,False
AT1G44125,False,False
AT1G44160,False,False
AT1G44170,False,False
AT1G44180,False,False
AT1G44350,False,False
AT1G44414,False,False
AT1G44446,False,False
AT1G44575,False,False
AT1G44608,False,False
AT1G44740,False,False
AT1G44750,False,False
AT1G44760,False,False
AT1G44770,False,False
AT1G44780,False,False
AT1G44790,False,False
AT1G44800,False,True
AT1G44810,False,False
AT1G44820,False,False
AT1G44830,True,True
AT1G44835,False,False
AT1G44890,False,False
AT1G44900,False,False
AT1G44910,False,False
AT1G44920,False,False
AT1G44960,False,False
AT1G44970,True,True
AT1G45000,False,False
AT1G45010,False,False
AT1G45015,True,False
AT1G45050,False,False
AT1G45110,False,False
AT1G45120,False,False
AT1G45130,False,False
AT1G45145,False,False
AT1G45150,False,False
AT1G45160,False,False
AT1G45163,False,False
AT1G45165,False,False
AT1G45170,False,False
AT1G45180,False,False
AT1G45191,False,False
AT1G45201,False,False
AT1G45207,False,False
AT1G45229,True,False
AT1G45230,False,False
AT1G45231,False,False
AT1G45233,False,False
AT1G45248,False,False
AT1G45249,False,False
AT1G45332,False,False
AT1G45474,False,False
AT1G45688,False,False
AT1G45976,False,False
AT1G46264,False,False
AT1G46480,False,False
AT1G46554,False,False
AT1G46768,False,False
AT1G47056,False,False
AT1G47128,False,False
AT1G47200,False,False
AT1G47210,False,False
AT1G47230,False,False
AT1G47240,False,False
AT1G47250,False,False
AT1G47260,False,False
AT1G47270,False,False
AT1G47271,False,False
AT1G47278,False,False
AT1G47290,False,False
AT1G47310,False,False
AT1G47330,False,False
AT1G47340,False,False
AT1G47380,False,False
AT1G47395,False,False
AT1G47400,False,False
AT1G47410,False,False
AT1G47420,False,False
AT1G47480,False,False
AT1G47490,False,False
AT1G47500,False,False
AT1G47520,False,False
AT1G47530,False,False
AT1G47550,False,False
AT1G47560,False,False
AT1G47565,False,False
AT1G47570,False,False
AT1G47578,False,False
AT1G47580,False,False
AT1G47590,False,False
AT1G47600,False,False
AT1G47640,False,False
AT1G47655,True,False
AT1G47670,False,False
AT1G47710,False,False
AT1G47720,False,False
AT1G47740,False,False
AT1G47750,False,False
AT1G47760,False,False
AT1G47813,False,False
AT1G47820,False,False
AT1G47830,False,False
AT1G47840,False,False
AT1G47860,False,False
AT1G47870,False,False
AT1G47900,False,False
AT1G47960,False,False
AT1G47970,False,False
AT1G47980,True,False
AT1G47990,False,False
AT1G48030,False,False
AT1G48040,False,False
AT1G48050,False,False
AT1G48090,False,False
AT1G48100,False,True
AT1G48110,False,False
AT1G48120,False,False
AT1G48130,True,False
AT1G48140,False,False
AT1G48160,False,False
AT1G48170,False,False
AT1G48175,False,False
AT1G48200,False,False
AT1G48210,False,False
AT1G48230,False,False
AT1G48240,False,False
AT1G48260,False,False
AT1G48270,False,False
AT1G48280,False,False
AT1G48300,False,False
AT1G48310,False,False
AT1G48315,False,False
AT1G48320,True,False
AT1G48330,False,False
AT1G48350,False,False
AT1G48360,False,False
AT1G48370,False,False
AT1G48380,False,False
AT1G48390,False,False
AT1G48410,False,False
AT1G48420,False,False
AT1G48430,False,False
AT1G48440,False,False
AT1G48450,False,False
AT1G48460,False,False
AT1G48480,False,False
AT1G48490,False,False
AT1G48500,False,False
AT1G48510,False,False
AT1G48520,False,False
AT1G48540,False,False
AT1G48550,False,False
AT1G48560,False,False
AT1G48570,False,False
AT1G48580,False,False
AT1G48598,False,False
AT1G48600,False,False
AT1G48605,False,False
AT1G48610,False,False
AT1G48620,False,False
AT1G48630,False,False
AT1G48635,False,False
AT1G48650,False,False
AT1G48660,False,False
AT1G48690,False,False
AT1G48745,False,False
AT1G48750,True,False
AT1G48760,False,False
AT1G48770,False,False
AT1G48780,False,False
AT1G48790,False,False
AT1G48830,False,False
AT1G48840,False,False
AT1G48850,False,False
AT1G48860,False,False
AT1G48870,False,False
AT1G48880,False,False
AT1G48900,False,False
AT1G48920,False,False
AT1G48930,False,False
AT1G48950,False,False
AT1G48960,False,False
AT1G48970,False,False
AT1G49000,False,False
AT1G49010,False,False
AT1G49032,False,False
AT1G49040,False,False
AT1G49050,False,False
AT1G49130,False,False
AT1G49140,False,False
AT1G49160,False,False
AT1G49170,False,False
AT1G49180,False,False
AT1G49200,True,False
AT1G49210,True,False
AT1G49230,False,False
AT1G49240,False,False
AT1G49245,False,False
AT1G49300,False,False
AT1G49310,False,True
AT1G49320,True,False
AT1G49340,False,False
AT1G49350,False,False
AT1G49360,False,False
AT1G49380,False,False
AT1G49390,False,False
AT1G49400,False,False
AT1G49405,False,False
AT1G49410,False,False
AT1G49430,False,False
AT1G49450,False,False
AT1G49470,False,False
AT1G49475,False,False
AT1G49480,False,False
AT1G49500,False,False
AT1G49510,False,False
AT1G49520,False,False
AT1G49530,False,False
AT1G49540,False,False
AT1G49560,False,False
AT1G49580,False,False
AT1G49590,False,False
AT1G49600,False,False
AT1G49620,False,False
AT1G49630,False,False
AT1G49650,False,False
AT1G49660,False,False
AT1G49670,False,False
AT1G49700,False,False
AT1G49710,False,False
AT1G49720,False,False
AT1G49730,False,False
AT1G49740,False,False
AT1G49750,False,False
AT1G49760,False,False
AT1G49780,False,False
AT1G49790,False,False
AT1G49820,False,False
AT1G49830,False,False
AT1G49832,False,False
AT1G49840,False,False
AT1G49850,False,False
AT1G49860,False,True
AT1G49870,False,False
AT1G49880,False,False
AT1G49890,False,False
AT1G49910,False,False
AT1G49940,False,False
AT1G49950,False,False
AT1G49960,False,False
AT1G49970,False,False
AT1G49975,False,False
AT1G49980,False,False
AT1G49990,False,False
AT1G50000,False,False
AT1G50010,False,False
AT1G50020,False,False
AT1G50030,False,False
AT1G50040,False,False
AT1G50055,False,False
AT1G50060,False,False
AT1G50110,False,False
AT1G50120,False,False
AT1G50140,False,False
AT1G50170,False,False
AT1G50180,False,False
AT1G50200,False,False
AT1G50240,False,False
AT1G50250,False,False
AT1G50260,False,False
AT1G50270,False,False
AT1G50280,False,False
AT1G50290,False,False
AT1G50300,False,False
AT1G50320,False,False
AT1G50360,False,False
AT1G50370,False,False
AT1G50380,False,False
AT1G50390,False,False
AT1G50400,False,False
AT1G50410,False,False
AT1G50420,False,False
AT1G50430,False,False
AT1G50440,False,False
AT1G50450,False,False
AT1G50460,False,False
AT1G50480,False,False
AT1G50490,False,False
AT1G50500,False,False
AT1G50510,False,False
AT1G50520,False,False
AT1G50560,False,False
AT1G50570,False,False
AT1G50575,False,False
AT1G50580,False,False
AT1G50590,False,False
AT1G50600,False,False
AT1G50620,False,False
AT1G50630,False,False
AT1G50640,False,False
AT1G50659,False,False
AT1G50660,False,False
AT1G50670,False,False
AT1G50700,False,False
AT1G50710,False,False
AT1G50730,False,False
AT1G50732,False,False
AT1G50740,False,False
AT1G50790,False,False
AT1G50840,False,False
AT1G50890,False,False
AT1G50900,False,False
AT1G50910,False,False
AT1G50920,False,False
AT1G50930,False,False
AT1G50940,False,False
AT1G50950,False,False
AT1G50970,False,False
AT1G51035,False,False
AT1G51055,False,False
AT1G51060,False,False
AT1G51070,False,False
AT1G51080,False,False
AT1G51090,False,False
AT1G51100,False,False
AT1G51110,False,False
AT1G51130,False,False
AT1G51140,False,False
AT1G51160,False,False
AT1G51170,False,False
AT1G51200,False,False
AT1G51270,False,False
AT1G51310,False,False
AT1G51340,False,False
AT1G51350,False,False
AT1G51355,False,False
AT1G51360,False,False
AT1G51370,False,True
AT1G51380,False,False
AT1G51390,False,False
AT1G51400,False,False
AT1G51402,False,False
AT1G51405,False,False
AT1G51420,False,False
AT1G51430,False,False
AT1G51440,False,False
AT1G51450,False,False
AT1G51460,False,False
AT1G51470,False,False
AT1G51500,False,False
AT1G51510,False,False
AT1G51520,False,False
AT1G51540,False,False
AT1G51550,False,False
AT1G51560,False,False
AT1G51570,False,False
AT1G51580,True,True
AT1G51590,False,False
AT1G51600,False,False
AT1G51610,False,False
AT1G51620,False,False
AT1G51630,False,False
AT1G51640,False,False
AT1G51645,False,False
AT1G51650,False,False
AT1G51660,False,False
AT1G51680,False,False
AT1G51690,False,False
AT1G51700,False,False
AT1G51710,False,False
AT1G51720,False,False
AT1G51730,False,False
AT1G51740,False,False
AT1G51745,False,False
AT1G51760,False,False
AT1G51790,False,False
AT1G51800,False,False
AT1G51805,False,False
AT1G51820,False,False
AT1G51830,False,False
AT1G51840,False,False
AT1G51850,False,False
AT1G51860,False,False
AT1G51890,False,False
AT1G51940,False,False
AT1G51950,False,False
AT1G51965,False,False
AT1G51980,False,False
AT1G52000,True,False
AT1G52030,False,False
AT1G52040,False,False
AT1G52050,False,False
AT1G52060,False,False
AT1G52070,False,False
AT1G52080,False,False
AT1G52100,False,False
AT1G52140,False,False
AT1G52150,False,False
AT1G52155,False,False
AT1G52160,False,False
AT1G52190,True,True
AT1G52200,False,False
AT1G52220,False,False
AT1G52230,False,False
AT1G52240,False,False
AT1G52260,False,False
AT1G52270,False,False
AT1G52280,False,True
AT1G52290,False,False
AT1G52300,False,False
AT1G52310,False,False
AT1G52315,False,True
AT1G52320,False,False
AT1G52330,False,False
AT1G52340,False,False
AT1G52342,False,False
AT1G52347,False,False
AT1G52360,False,False
AT1G52370,False,False
AT1G52380,False,False
AT1G52400,False,False
AT1G52410,False,True
AT1G52420,False,False
AT1G52450,False,False
AT1G52500,False,False
AT1G52510,False,False
AT1G52520,False,False
AT1G52530,False,False
AT1G52540,False,False
AT1G52550,False,False
AT1G52560,False,False
AT1G52565,False,False
AT1G52570,False,False
AT1G52590,False,False
AT1G52600,False,False
AT1G52618,False,False
AT1G52620,False,False
AT1G52630,False,False
AT1G52640,False,False
AT1G52650,False,False
AT1G52670,False,False
AT1G52690,True,False
AT1G52700,False,False
AT1G52710,False,False
AT1G52720,False,False
AT1G52730,False,False
AT1G52740,False,False
AT1G52750,True,True
AT1G52760,False,False
AT1G52770,False,False
AT1G52780,False,False
AT1G52825,False,False
AT1G52827,True,True
AT1G52830,True,True
AT1G52855,False,False
AT1G52870,False,False
AT1G52880,False,False
AT1G52905,False,False
AT1G52910,False,False
AT1G52930,False,False
AT1G52980,False,False
AT1G53000,False,False
AT1G53025,False,False
AT1G53030,False,False
AT1G53035,False,True
AT1G53040,False,False
AT1G53050,False,False
AT1G53060,False,False
AT1G53070,False,False
AT1G53090,False,False
AT1G53110,False,False
AT1G53120,False,False
AT1G53140,False,False
AT1G53160,False,False
AT1G53163,False,False
AT1G53165,False,False
AT1G53170,False,False
AT1G53180,False,False
AT1G53190,False,False
AT1G53200,False,False
AT1G53210,False,False
AT1G53230,False,False
AT1G53233,False,False
AT1G53240,False,False
AT1G53250,False,False
AT1G53270,False,False
AT1G53280,False,False
AT1G53290,False,False
AT1G53300,False,False
AT1G53310,False,False
AT1G53320,False,False
AT1G53330,False,False
AT1G53340,False,False
AT1G53345,False,False
AT1G53350,False,False
AT1G53380,False,False
AT1G53390,False,False
AT1G53400,False,False
AT1G53430,False,False
AT1G53440,False,False
AT1G53450,False,False
AT1G53460,False,False
AT1G53470,False,False
AT1G53480,False,False
AT1G53490,False,False
AT1G53500,False,True
AT1G53510,False,False
AT1G53520,False,False
AT1G53530,False,False
AT1G53540,True,False
AT1G53542,False,False
AT1G53560,True,False
AT1G53570,False,False
AT1G53580,False,False
AT1G53590,False,False
AT1G53600,False,False
AT1G53610,False,False
AT1G53625,False,True
AT1G53633,False,False
AT1G53635,False,True
AT1G53645,False,False
AT1G53650,False,False
AT1G53670,False,False
AT1G53680,False,False
AT1G53690,True,False
AT1G53700,False,True
AT1G53708,False,True
AT1G53710,False,False
AT1G53720,False,False
AT1G53730,True,False
AT1G53750,False,False
AT1G53760,False,False
AT1G53770,False,False
AT1G53780,False,False
AT1G53785,True,False
AT1G53790,False,False
AT1G53800,False,False
AT1G53801,False,False
AT1G53830,False,False
AT1G53840,False,False
AT1G53850,False,False
AT1G53860,False,False
AT1G53870,False,False
AT1G53880,False,False
AT1G53885,False,False
AT1G53887,False,False
AT1G53890,False,False
AT1G53900,False,False
AT1G53903,False,False
AT1G53910,False,False
AT1G53920,False,False
AT1G53940,False,False
AT1G53990,False,False
AT1G54000,False,False
AT1G54010,False,True
AT1G54030,False,False
AT1G54040,False,False
AT1G54050,True,False
AT1G54060,False,False
AT1G54080,False,False
AT1G54090,False,False
AT1G54095,False,False
AT1G54100,False,False
AT1G54110,False,False
AT1G54115,False,False
AT1G54120,False,False
AT1G54130,False,False
AT1G54140,False,False
AT1G54150,False,False
AT1G54160,False,False
AT1G54170,False,False
AT1G54180,False,False
AT1G54200,True,True
AT1G54210,False,False
AT1G54217,False,False
AT1G54220,False,False
AT1G54250,False,False
AT1G54260,False,False
AT1G54270,False,False
AT1G54290,False,False
AT1G54310,False,False
AT1G54320,False,False
AT1G54340,False,False
AT1G54350,False,False
AT1G54355,False,False
AT1G54360,False,False
AT1G54370,False,False
AT1G54380,False,False
AT1G54385,False,False
AT1G54390,False,False
AT1G54410,False,False
AT1G54440,False,False
AT1G54450,False,False
AT1G54460,False,False
AT1G54490,False,False
AT1G54500,False,False
AT1G54510,False,False
AT1G54520,False,False
AT1G54530,False,False
AT1G54540,False,False
AT1G54570,False,False
AT1G54575,False,False
AT1G54580,False,False
AT1G54610,False,False
AT1G54630,False,False
AT1G54650,False,False
AT1G54660,False,False
AT1G54680,False,False
AT1G54690,False,False
AT1G54710,False,False
AT1G54730,False,False
AT1G54740,False,False
AT1G54770,False,False
AT1G54780,False,False
AT1G54790,False,False
AT1G54820,False,False
AT1G54830,False,False
AT1G54840,False,False
AT1G54850,False,False
AT1G54870,False,False
AT1G54890,False,False
AT1G54920,False,False
AT1G54960,False,False
AT1G54970,False,False
AT1G54990,False,False
AT1G55000,False,False
AT1G55010,False,False
AT1G55020,False,False
AT1G55040,False,True
AT1G55080,False,False
AT1G55090,False,False
AT1G55110,False,False
AT1G55120,False,False
AT1G55130,False,False
AT1G55140,False,False
AT1G55150,False,False
AT1G55152,False,False
AT1G55160,False,False
AT1G55170,False,False
AT1G55180,False,False
AT1G55190,False,False
AT1G55200,False,False
AT1G55205,False,False
AT1G55210,False,False
AT1G55240,False,False
AT1G55250,False,False
AT1G55260,False,False
AT1G55265,False,True
AT1G55270,False,False
AT1G55280,False,False
AT1G55300,False,False
AT1G55310,True,False
AT1G55320,False,False
AT1G55325,False,False
AT1G55330,True,True
AT1G55340,False,False
AT1G55350,False,False
AT1G55360,False,False
AT1G55365,False,False
AT1G55370,False,False
AT1G55450,False,False
AT1G55460,False,False
AT1G55475,False,False
AT1G55480,False,False
AT1G55490,False,False
AT1G55500,False,False
AT1G55510,False,False
AT1G55520,False,False
AT1G55530,False,False
AT1G55535,False,False
AT1G55540,False,False
AT1G55550,False,False
AT1G55590,False,False
AT1G55610,False,False
AT1G55620,False,False
AT1G55630,False,False
AT1G55670,False,False
AT1G55675,False,False
AT1G55680,False,False
AT1G55690,False,False
AT1G55730,False,False
AT1G55740,False,False
AT1G55750,False,False
AT1G55760,False,False
AT1G55805,False,False
AT1G55810,False,False
AT1G55820,False,False
AT1G55830,False,False
AT1G55840,False,False
AT1G55850,False,False
AT1G55860,False,False
AT1G55870,False,False
AT1G55880,False,False
AT1G55890,False,False
AT1G55900,False,False
AT1G55910,False,False
AT1G55915,False,False
AT1G55920,False,False
AT1G55930,False,False
AT1G55940,False,False
AT1G55960,True,False
AT1G55970,False,False
AT1G55980,False,False
AT1G55990,False,False
AT1G56000,False,False
AT1G56010,False,False
AT1G56020,False,False
AT1G56045,False,False
AT1G56050,False,False
AT1G56070,False,False
AT1G56080,False,False
AT1G56090,False,False
AT1G56110,False,False
AT1G56120,False,False
AT1G56130,False,False
AT1G56140,False,False
AT1G56145,False,False
AT1G56150,False,False
AT1G56165,False,False
AT1G56170,False,False
AT1G56180,False,False
AT1G56190,False,False
AT1G56200,False,False
AT1G56210,False,False
AT1G56220,False,False
AT1G56230,False,False
AT1G56260,False,False
AT1G56280,False,False
AT1G56290,False,False
AT1G56300,False,False
AT1G56310,False,False
AT1G56320,False,True
AT1G56330,False,False
AT1G56340,False,False
AT1G56345,False,False
AT1G56350,False,False
AT1G56420,False,False
AT1G56423,False,False
AT1G56430,False,False
AT1G56440,False,False
AT1G56450,False,False
AT1G56460,False,False
AT1G56500,False,False
AT1G56510,False,False
AT1G56520,False,False
AT1G56550,False,True
AT1G56555,False,False
AT1G56560,False,False
AT1G56570,False,False
AT1G56580,False,False
AT1G56590,False,False
AT1G56610,False,False
AT1G56612,False,False
AT1G56630,False,False
AT1G56650,False,False
AT1G56660,False,False
AT1G56670,False,False
AT1G56680,False,False
AT1G56690,False,False
AT1G56700,False,False
AT1G56720,True,False
AT1G57540,False,False
AT1G57560,False,False
AT1G57590,False,False
AT1G57600,False,False
AT1G57610,False,False
AT1G57620,False,False
AT1G57660,False,False
AT1G57680,False,False
AT1G57700,False,False
AT1G57720,False,False
AT1G57765,False,False
AT1G57770,False,False
AT1G57790,False,False
AT1G57820,False,False
AT1G57860,False,False
AT1G57870,False,False
AT1G57980,False,False
AT1G57990,False,False
AT1G58007,False,False
AT1G58025,False,False
AT1G58030,True,False
AT1G58060,False,False
AT1G58070,True,False
AT1G58080,False,False
AT1G58100,False,False
AT1G58110,False,False
AT1G58150,True,False
AT1G58160,False,False
AT1G58170,False,False
AT1G58180,False,False
AT1G58190,False,False
AT1G58200,False,False
AT1G58210,False,False
AT1G58220,False,False
AT1G58230,False,False
AT1G58235,False,False
AT1G58250,False,False
AT1G58270,False,False
AT1G58280,False,False
AT1G58290,False,False
AT1G58340,False,False
AT1G58350,False,False
AT1G58360,False,False
AT1G58370,True,False
AT1G58380,False,False
AT1G58400,False,False
AT1G58410,False,False
AT1G58440,False,False
AT1G58460,False,False
AT1G58470,False,False
AT1G58520,False,False
AT1G58561,False,False
AT1G58590,False,False
AT1G58602,False,False
AT1G58684,False,False
AT1G58807,False,False
AT1G58848,False,False
AT1G58983,False,False
AT1G59124,False,False
AT1G59218,False,False
AT1G59359,False,False
AT1G59510,False,False
AT1G59520,False,False
AT1G59540,False,False
AT1G59560,False,False
AT1G59580,False,False
AT1G59590,False,False
AT1G59600,False,False
AT1G59610,False,False
AT1G59620,False,False
AT1G59640,False,False
AT1G59650,False,False
AT1G59660,False,False
AT1G59700,False,False
AT1G59710,False,True
AT1G59720,False,False
AT1G59730,False,True
AT1G59740,False,False
AT1G59750,False,False
AT1G59760,False,False
AT1G59820,False,False
AT1G59830,False,False
AT1G59840,False,False
AT1G59850,False,True
AT1G59860,True,False
AT1G59870,False,False
AT1G59890,False,False
AT1G59900,False,False
AT1G59910,False,False
AT1G59930,False,False
AT1G59940,False,False
AT1G59960,False,False
AT1G59970,False,False
AT1G59980,False,False
AT1G59990,False,False
AT1G60000,False,False
AT1G60010,False,False
AT1G60030,False,True
AT1G60060,True,True
AT1G60070,False,False
AT1G60080,False,False
AT1G60095,False,False
AT1G60140,False,False
AT1G60160,False,False
AT1G60170,False,False
AT1G60190,False,False
AT1G60200,False,False
AT1G60220,False,False
AT1G60230,False,False
AT1G60260,False,False
AT1G60270,False,True
AT1G60360,False,False
AT1G60390,False,False
AT1G60420,False,False
AT1G60430,False,False
AT1G60440,False,False
AT1G60460,False,False
AT1G60490,False,False
AT1G60505,False,False
AT1G60510,False,False
AT1G60525,False,False
AT1G60530,False,False
AT1G60545,False,False
AT1G60550,False,False
AT1G60560,False,False
AT1G60590,False,False
AT1G60600,False,False
AT1G60610,False,False
AT1G60620,False,False
AT1G60630,False,False
AT1G60640,False,False
AT1G60650,False,False
AT1G60670,False,False
AT1G60680,False,False
AT1G60690,False,False
AT1G60700,False,False
AT1G60710,False,False
AT1G60730,False,False
AT1G60740,True,True
AT1G60750,False,False
AT1G60770,False,False
AT1G60780,False,False
AT1G60790,False,False
AT1G60800,False,False
AT1G60810,False,False
AT1G60830,False,False
AT1G60850,False,False
AT1G60860,False,False
AT1G60870,False,False
AT1G60890,False,False
AT1G60900,False,False
AT1G60930,False,False
AT1G60940,False,False
